Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles,HowTo
1374,Lying groin stretch with band,"The lying groin stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",Stretching,Hamstrings,Body Only,Intermediate,6.7,Average,"Hamstrings, Adductors","Lie on your back and loop a resistance band around the foot of one leg. Keep the other leg flat on the ground. Gently pull the band to raise the leg towards you, feeling the stretch in your groin. Hold and switch legs."
1375,90/90 Hamstring,The 90/90 Hamstring stretch targets the hamstrings and hip flexors. Sit on the floor with one leg bent at a 90-degree angle in front of you and the other leg bent at a 90-degree angle behind you. Lean forward to stretch the hamstring of the front leg.,Stretching,Hamstrings,Body Only,Beginner,5.0,Average,"Hamstrings, Glutes",Sit on the floor with one leg bent in front of you at a 90-degree angle and the other leg bent behind you at a 90-degree angle. Lean forward over the front leg to stretch the hamstring. Hold the stretch and switch legs.
1376,World's greatest stretch,"The world's greatest stretch is a popular movement that earned its name because it targets multiple parts of the body, including the hips, shoulders, and thoracic spine, in a single sequence. This makes it a great dynamic warm-up, post-workout stretch, or mobility work you can do anytime.",Stretching,Hamstrings,Body Only,Intermediate,4.4,Average,"Hamstrings, Hips, Shoulders","Stand tall and take a deep breath. Step one foot forward into a lunge position, keeping the back leg straight. Reach your arms overhead and gently lean back to open up the hips and stretch the thoracic spine. Switch sides and repeat."
1377,The Straddle,"The Straddle is an exercise that involves straddling the legs apart while maintaining balance, often used to improve flexibility and strength in the hip and groin areas.",Stretching,Hamstrings,Body Only,Intermediate,4.3,Average,"Hamstrings, Adductors","Sit on the ground with your legs straddled apart. Keep your back straight and lean forward, reaching towards your toes or the ground between your legs. Hold the position to stretch the hips and groin."
1378,Prone Manual Hamstring,The Prone Manual Hamstring exercise involves lying face down and having a partner assist in stretching the hamstrings by lifting the legs while keeping the hips grounded.,Strength,Hamstrings,Body Only,Intermediate,0.0,,Hamstrings,Lie face down on a mat. Have a partner lift one leg at a time while keeping your hips grounded. Relax and breathe deeply as your partner assists in stretching your hamstrings.
1379,Knee To Chest,Knee To Chest is a stretching exercise where an individual lies on their back and pulls one knee towards their chest to stretch the lower back and glutes.,Stretching,Hamstrings,Body Only,Beginner,0.0,,"Hamstrings, Lower Back","Lie on your back with your legs extended. Pull one knee towards your chest while keeping the other leg flat on the ground. Hold the stretch for a few seconds, then switch legs."
1380,Hurdle Hops,"Hurdle Hops are a plyometric exercise where an individual jumps over a series of hurdles or obstacles to improve agility, coordination, and leg strength.",Plyometrics,Hamstrings,Body Only,Intermediate,0.0,,Hamstrings,"Set up a series of hurdles at a comfortable distance. Stand behind the first hurdle, jump over it with both feet, and land softly. Continue jumping over each hurdle in succession, focusing on maintaining good form and rhythm."
1381,Hip Stretch With Twist,The Hip Stretch With Twist involves sitting or lying down and twisting the torso while stretching one leg across the body to enhance hip flexibility and spinal mobility.,Stretching,Hamstrings,Body Only,Beginner,0.0,,"Hamstrings, Glutes, Core","Sit on the ground with one leg extended and the other bent, placing the foot outside the opposite knee. Twist your torso towards the bent knee, using your arm for leverage. Hold the stretch, then switch sides."
1382,Linear 3-Part Start Technique,"The Linear 3-Part Start Technique is a sprinting drill that focuses on the three phases of a sprint start: the set position, the drive phase, and the acceleration phase.",Plyometrics,Hamstrings,Body Only,Intermediate,0.0,,"Hamstrings, Quads, Glutes","Start in a standing position with your feet shoulder-width apart. Bend your knees and lower your body into a set position. Explode forward into the drive phase, driving your knees up and arms back. Transition into the acceleration phase, gradually increasing your speed."
1383,Alternating Leg Swing,Alternating Leg Swing is a dynamic stretching exercise where an individual swings one leg forward and backward while balancing on the other leg to improve hip mobility and flexibility.,Stretching,Hamstrings,Body Only,Beginner,0.0,,"Hamstrings, Hip Flexors, Glutes","Stand on one leg and swing the opposite leg forward and backward, keeping your movements controlled. Focus on maintaining balance and engaging your core as you alternate legs."
1384,Single-leg balance and reach,The single-leg balance and reach is an exercise that focuses on lower-body strength and stability.,Strength,Hamstrings,Body Only,Beginner,0.0,,"Hamstrings, Glutes, Quads, Core","Stand on one leg with the other leg lifted slightly off the ground. Maintain your balance and reach forward with your arms, extending the lifted leg behind you. Hold the position for a few seconds, then return to the starting position. Repeat for multiple sets."
1385,High Kick,"The High Kick is a dynamic exercise that targets the hip flexors, quadriceps, and glutes. Stand tall, lift one leg straight up in front of you, and kick as high as you can while keeping your core engaged. Alternate legs for a complete set.",Stretching,Hamstrings,Body Only,Beginner,0.0,Average,"Hamstrings, Hip Flexors, Quads","Stand tall with your feet hip-width apart. Lift one leg straight up in front of you, engaging your core. Kick as high as you can while keeping your standing leg slightly bent. Lower your leg back down and alternate legs for a complete set."
1386,Boss Everline 10-Yard Sprints,"Boss Everline 10-Yard Sprints are high-intensity sprints designed to improve speed and agility. Start at one end of a 10-yard distance, sprint to the other end as fast as possible, and then return. Repeat for multiple sets.",Speed,Hamstrings,Body Only,Intermediate,,,"Hamstrings, Glutes, Quads, Calves","Start at one end of a 10-yard distance. Sprint to the other end as fast as possible, then quickly turn around and sprint back to the starting point. Rest briefly between sprints and repeat for multiple sets."
1387,Standing hamstring stretch,"The standing hamstring stretch is an exercise that stretches the hamstrings, the muscles that cover the back of the thighs. It involves looping a band around one foot and then pulling it, which produces an intense stretch in the hamstrings. It can be performed prior to training the lower body or playing sports, or as a restorative stretch anytime.",Stretching,Hamstrings,Body Only,Intermediate,,,Hamstrings,"Stand tall and loop a band around one foot. Keep your knee straight and gently pull the band towards you while leaning forward slightly. Hold the stretch for 15-30 seconds, then switch legs."
1388,Reverse lunge,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.",Strength,Hamstrings,Body Only,Intermediate,,,"Hamstrings, Glutes, Quads","Stand with your feet hip-width apart. Step back with one leg into a lunge position, keeping your front knee over your ankle. Push through your front heel to return to standing. Alternate legs for a complete set."
1389,HM Alternating Cross Lunge,"HM Alternating Cross Lunge is a strength and flexibility exercise that targets the legs and glutes. Step forward into a lunge, crossing one leg over the other, then return to standing and alternate legs.",Strength,Hamstrings,Body Only,Intermediate,,,"Hamstrings, Glutes, Quads","Stand with feet shoulder-width apart. Step forward into a lunge, crossing one leg over the other. Push back to the starting position and alternate legs with each repetition."
1390,HM Alternating Front Kick,"HM Alternating Front Kick is a cardio and strength exercise that engages the core and legs. Stand with feet shoulder-width apart, lift one leg and kick forward, then alternate with the other leg.",Strength,Hamstrings,Body Only,Intermediate,,,"Hamstrings, Hip Flexors, Quads",Stand with your feet shoulder-width apart. Lift one leg and kick it forward while engaging your core. Lower your leg back down and alternate with the other leg. Repeat for a complete set.
1391,HM World's Greatest Stretch,"HM World's Greatest Stretch is a comprehensive stretching exercise that improves flexibility and mobility. Start in a lunge position, place your hands on the ground, and rotate your torso towards the front leg, reaching your arm up. Alternate sides.",Stretching,Hamstrings,Body Only,Intermediate,,,"Hamstrings, Quads, Glutes, Core","Start in a lunge position with one foot forward and the other back. Place your hands on the ground inside your front foot. Rotate your torso towards your front leg and reach your arm up towards the ceiling. Hold for a moment, then return to the lunge position and alternate sides."
1392,HM Alternating Sprawl Kick-Through,"The HM Alternating Sprawl Kick-Through is a dynamic exercise that combines a sprawl with a kick-through movement, engaging the core, shoulders, and legs. Start in a plank position, perform a sprawl by lowering your hips and pushing back into a squat, then kick one leg through to the side while twisting your torso.",Strength,Hamstrings,Body Only,Intermediate,,,"Hamstrings, Glutes","Start in a plank position with your hands under your shoulders. Perform a sprawl by lowering your hips and pushing back into a squat. From the squat position, kick one leg through to the side while twisting your torso towards that leg. Return to the plank position and repeat, alternating sides."
1393,HM Alternating Step-Back,"The HM Alternating Step-Back is a lower body exercise that targets the glutes and quadriceps. Begin standing tall, step back with one leg into a lunge position, then return to standing and alternate legs.",Strength,Hamstrings,Body Only,Intermediate,,,"Hamstrings, Glutes","Stand tall with your feet hip-width apart. Step back with your right leg into a lunge position, keeping your left knee over your left ankle. Push through your left heel to return to standing. Repeat on the other side, alternating legs."
1394,HM Alternating Step-Up With Chair,"The HM Alternating Step-Up With Chair involves stepping up onto a chair or platform with one foot, engaging the leg muscles, and alternating legs. This exercise improves balance and strength.",Strength,Hamstrings,Body Only,Intermediate,,,"Hamstrings, Glutes, Quadriceps","Stand in front of a chair or platform. Step up onto the chair with your right foot, pressing through your heel. Bring your left foot up to meet your right on the chair, then step back down with your right foot followed by your left. Alternate legs with each repetition."
1395,HM Right Knee-Up,The HM Right Knee-Up is a core exercise that focuses on hip flexors and abdominal muscles. Stand tall and lift your right knee towards your chest while balancing on your left leg.,Strength,Hamstrings,Body Only,Intermediate,,,"Hamstrings, Hip Flexors, Core","Stand tall on your left leg. Lift your right knee towards your chest, engaging your core for balance. Hold for a moment, then lower your right leg back down. Repeat for several repetitions before switching to the left knee."
1396,HM Low Lunge With External Twist,"The HM Low Lunge With External Twist is a flexibility and mobility exercise. Start in a low lunge position with one foot forward, then twist your torso towards the front leg, enhancing hip and spine mobility.",Strength,Hamstrings,Body Only,Intermediate,,,"Hamstrings, Glutes, Core","Start in a low lunge position with your right foot forward and your left knee on the ground. Place your left hand on the ground inside your right foot. Twist your torso to the right, extending your right arm towards the ceiling. Hold the position to enhance hip and spine mobility, then switch sides."
1397,HM Ninja Crawl,"The HM Ninja Crawl is a full-body movement that mimics a stealthy crawl. Start in a low squat position, then move forward by alternating your hands and feet, engaging your core and maintaining a low posture.",Strength,Hamstrings,Body Only,Intermediate,,,"Hamstrings, Glutes, Core","Begin in a low squat position with your feet shoulder-width apart. Move forward by placing your right hand on the ground, followed by your left hand, while simultaneously extending your right leg back. Alternate your hands and feet as you crawl forward, keeping your core engaged and maintaining a low posture."
1398,HM Pigeon Stretch,"The HM Pigeon Stretch is a flexibility exercise targeting the hips. Begin in a tabletop position, bring one knee forward and place it behind your wrist, extending the opposite leg back, and lean forward to deepen the stretch.",Stretching,Hamstrings,Body Only,Intermediate,,,"Hamstrings, Glutes, Hip Flexors","Start in a tabletop position on your hands and knees. Bring your right knee forward and place it behind your right wrist, extending your left leg straight back. Lower your torso towards the ground, leaning forward to deepen the stretch in your hips. Hold the position, then switch sides."
1399,Single-Leg Deadlift Walk,"The Single-Leg Deadlift Walk is a balance and strength exercise. Stand on one leg, hinge at the hips to lower your torso while extending the opposite leg back, then walk forward while maintaining balance.",Strength,Hamstrings,Body Only,Intermediate,,,"Hamstrings, Glutes, Lower Back","Stand on your right leg with your left leg slightly bent. Hinge at your hips to lower your torso towards the ground while extending your left leg straight back. Keep your back straight and your core engaged. Walk forward while maintaining your balance on the right leg, then switch to the left leg."
1400,Total Fitness Hamstring Slide,"The hamstring slide is a bodyweight exercise targeting the hamstrings. Lying supine on a smooth surface, you bend your knees to pull both heels toward you. The sliding action requires a pad, cloth, or furniture sliders under the heel. These are considered more difficult than exercise ball hamstring curls, and are a great primer movement before heavy squats or deadlifts, or as an accessory movement later in a lower-body workout.",Strength,Hamstrings,Body Only,Intermediate,,,"Hamstrings, Glutes","Lie supine on a smooth surface with a pad, cloth, or furniture sliders under your heels. Bend your knees to pull both heels toward you, sliding them along the surface."
1401,30 Legs Walking Lunge,"The 30 Legs Walking Lunge is a dynamic exercise that targets the quadriceps, hamstrings, and glutes. To perform this exercise, take a step forward with one leg, lowering your hips until both knees are bent at about a 90-degree angle. Alternate legs as you walk forward, ensuring your front knee stays above your ankle.",Strength,Hamstrings,Body Only,Intermediate,,,"Hamstrings, Glutes, Quadriceps","Step forward with one leg and lower your hips until both knees are bent at about a 90-degree angle. Alternate legs as you walk forward, ensuring your front knee stays above your ankle."
1402,Glute ham raise-,"The glute ham raise is an exercise targeting the glutes and hamstrings on a GHD, or glute ham developer bench. The unassisted version of the movement requires serious hamstring strength, so it is more common to see versions that use a band or PVC pipe for assistance. It is commonly performed as an accessory movement for heavy barbell lifts. While a single rep may be a struggle at first, with time, strong athletes can build up to doing them for 8-12 reps per set.",Strength,Hamstrings,,Beginner,9.1,Average,"Hamstrings, Glutes","Position yourself on a GHD bench. Start with your hips and knees flexed. Lower your upper body towards the ground while keeping your back straight, then pull yourself back up using your hamstrings and glutes."
1403,Lying hamstring stretch with band,"The lying hamstring stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",Stretching,Hamstrings,,Beginner,5.9,Average,Hamstrings,"Lie on your back and loop a band around the ball of one foot. Keep your other leg flat on the ground. Gently pull the band towards you, keeping your leg straight, to stretch your hamstring."
1404,Upper Back-Leg Grab,"The Upper Back-Leg Grab is a flexibility exercise that helps stretch the upper back and improve overall mobility. To perform this stretch, stand tall and reach your right arm across your body to grab your left leg behind your knee. Hold the position for a few seconds, feeling the stretch in your upper back, then switch sides.",Stretching,Hamstrings,,Beginner,5.4,Average,"Hamstrings, Glutes","Stand tall and reach your right arm across your body to grab your left leg behind your knee. Hold the position for a few seconds, feeling the stretch in your upper back, then switch sides."
1405,Seated Hamstring,"The Seated Hamstring stretch is designed to improve flexibility in the hamstrings. Sit on the floor with one leg extended straight out and the other leg bent with the foot against the inner thigh of the extended leg. Reach forward towards the toes of the extended leg, keeping your back straight, and hold the stretch.",Stretching,Hamstrings,,Beginner,5.3,Average,Hamstrings,"Sit on the floor with one leg extended straight out and the other leg bent with the foot against the inner thigh of the extended leg. Reach forward towards the toes of the extended leg, keeping your back straight, and hold the stretch."
1406,Alternating lunge jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Strength,Hamstrings,,Beginner,4.2,Average,"Quads, Glutes, Hamstrings","Start in a lunge position with one foot forward. Jump up explosively, switching your legs in mid-air, and land in a lunge position with the opposite leg forward."
1407,Runner's Stretch,"The Runner's Stretch is a great way to loosen up the hip flexors and hamstrings. Start in a lunge position with one foot forward and the other leg extended back. Lower your hips towards the ground while keeping your back straight. Hold the position for a few breaths, then switch legs.",Stretching,Hamstrings,,Intermediate,3.6,Average,"Hamstrings, Glutes","Start in a lunge position with one foot forward and the other leg extended back. Lower your hips towards the ground while keeping your back straight. Hold the position for a few breaths, then switch legs."
1408,Exercise ball leg curl,"The exercise ball leg curl is an exercise targeting the hamstrings. In particular, it targets the knee flexion function of the hamstrings, as opposed to deadlift variations, which target the other hamstring function, hip flexion. Many lifters opt for this exercise when they don't have access to a lying leg curl machine, but it is worth considering even if you already do machine curls.",Strength,Hamstrings,Exercise Ball,Intermediate,8.8,Average,Hamstrings,"1. Start by lying on your back with your heels on top of an exercise ball. 2. Engage your core and lift your hips off the ground, creating a straight line from your shoulders to your knees. 3. Bend your knees and roll the ball towards you, keeping your hips elevated. 4. Extend your legs back out to the starting position while maintaining the hip lift. 5. Repeat for the desired number of repetitions."
1409,Ball Hamstring Hat Trick,"The exercise ball leg curl is an exercise targeting the hamstrings. In particular, it targets the knee flexion function of the hamstrings, as opposed to deadlift variations, which target the other hamstring function, hip flexion. Many lifters opt for this exercise when they don’t have access to a lying leg curl machine, but it is worth considering even if you already do machine curls.",Strength,Hamstrings,Exercise Ball,Intermediate,,,Hamstrings,"1. Begin by lying on your back with your heels resting on an exercise ball. 2. Lift your hips off the ground to form a straight line from your shoulders to your feet. 3. Bend your knees to roll the ball towards your glutes, engaging your hamstrings. 4. Straighten your legs back out to the starting position while keeping your hips elevated. 5. Perform the exercise for the desired number of reps."
1410,Band-assisted pull-up,"The band-assisted pull-up is a variation of the pull-up exercise in which the reps are performed with an elastic band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, and is often used as a way to help people boost their pull-up numbers or perform their first rep.",Strength,Lats,Bands,Intermediate,7.6,Average,"Lats, Biceps, Core","1. Attach a resistance band to a sturdy overhead point. 2. Loop the band around your feet or knees. 3. Grab the pull-up bar with an overhand grip, arms fully extended. 4. Engage your core and pull yourself up towards the bar, using the band for assistance. 5. Lower yourself back down to the starting position. 6. Repeat for the desired number of repetitions."
1411,Assisted Chin-Up,"The reverse-grip chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body, in an underhand position, with a band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand band-assisted pull-ups.",Strength,Lats,Bands,Beginner,0.0,Average,"Lats, Biceps, Core","1. Set up a resistance band around a sturdy overhead point. 2. Loop the band around your feet or knees. 3. Grip the chin-up bar with an underhand grip, palms facing you. 4. Engage your core and pull yourself up towards the bar, utilizing the band for support. 5. Lower yourself back down to the starting position. 6. Repeat for the desired number of reps."
1412,UN Band Assisted Pull-up Pronated,"The UN Band Assisted Pull-up with a pronated grip involves using a resistance band to assist in performing pull-ups. This variation targets the upper back, biceps, and shoulders while reducing the load on the muscles, making it easier to perform the exercise.",Strength,Lats,Bands,Intermediate,,,"Lats, Biceps","1. Attach a resistance band to a sturdy overhead point. 2. Grip the pull-up bar with a pronated (overhand) grip. 3. Loop the band around your feet or knees for assistance. 4. Engage your core and pull yourself up towards the bar, using the band to reduce the load. 5. Lower yourself back down to the starting position. 6. Perform the exercise for the desired number of repetitions."
1413,UN Band Assisted Pull-up Neutral,"The UN Band Assisted Pull-up with a neutral grip uses a resistance band for assistance, allowing the performer to pull themselves up with palms facing each other. This grip variation engages the biceps and back muscles effectively while providing support.",Strength,Lats,Bands,Intermediate,,,"Lats, Biceps","1. Attach a resistance band to a sturdy overhead point. 2. Grip the pull-up bar with a neutral grip (palms facing each other). 3. Loop the band around your feet or knees for assistance. 4. Engage your core and pull yourself up towards the bar, using the band for support. 5. Lower yourself back down to the starting position. 6. Repeat for the desired number of repetitions."
1414,UN Band Assisted Pull-up Supinated,"The UN Band Assisted Pull-up with a supinated grip employs a resistance band to help perform the pull-up with palms facing towards the body. This variation emphasizes the biceps and the lower lat muscles, making it a great option for building strength.",Strength,Lats,Bands,Intermediate,,,"Lats, Biceps","1. Attach a resistance band to a sturdy overhead point. 2. Grip the pull-up bar with a supinated grip (palms facing you). 3. Loop the band around your feet or knees for assistance. 4. Engage your core and pull yourself up towards the bar, using the band to help. 5. Lower yourself back down to the starting position. 6. Perform the exercise for the desired number of repetitions."
1415,FYR2 Monster Band Face-Pull Hold,"The FYR2 Monster Band Face-Pull Hold is an exercise that targets the rear deltoids and upper back. Using a resistance band, the performer pulls the band towards their face while holding the position to engage the muscles effectively.",Strength,Lats,Bands,Intermediate,,,"Lats, Rear Deltoids",1. Secure a resistance band at chest height. 2. Stand facing the band and grab it with both hands. 3. Step back to create tension in the band. 4. Pull the band towards your face while keeping your elbows high. 5. Hold the position to engage your rear deltoids and upper back. 6. Slowly return to the starting position. 7. Repeat for the desired number of repetitions.
1416,Single-arm band low row,"The single-arm band low row is a single-arm row variation utilizing a band for resistance that is anchored low. It targets the muscles of the middle back, like the lats (latissimus dorsi) and rhomboids, but also the core. It is usually performed for moderate to high reps, at least 8-15 reps per set, in the later stages of a back or upper-body workout.",Strength,Lats,Bands,Intermediate,,,"Lats, Rhomboids, Core","1. Anchor a resistance band low to the ground. 2. Stand facing the band with one foot forward and the opposite arm extended to grasp the band. 3. Pull the band towards your torso, keeping your elbow close to your body. 4. Squeeze your shoulder blades together at the end of the movement. 5. Slowly return to the starting position and repeat for 8-15 reps before switching arms."
1417,Latissimus dorsi SMR,"Latissimus dorsi self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the lat muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Latissimus dorsi SMR is often accompanied by SMR on the pectorals or rhomboids, or by stretches that target the lats.",Stretching,Lats,Foam Roll,Intermediate,4.7,Average,Lats,"1. Sit or lie on the ground and place a foam roller or lacrosse ball under your lat muscles. 2. Apply pressure by leaning into the roller or ball, targeting tight areas. 3. Slowly roll back and forth or hold on tight spots for 20-30 seconds. 4. You can also stretch your lats after the release for added benefit."
1418,Bent-arm barbell pull-over,"The bent-arm barbell pull-over was a staple exercise of the ""Golden Era"" of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise targets the pecs, lats, and serratus anterior muscles. Old-school bodybuilders would perform them with light weights for sets of 20 between sets of heavy 20-rep squats, but pull-overs are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout.",Strength,Lats,Barbell,Intermediate,8.0,Average,"Pecs, Lats, Serratus Anterior","1. Lie on a bench with a barbell held above your chest with arms extended. 2. Keeping your elbows slightly bent, lower the barbell behind your head in a controlled manner. 3. Once you feel a stretch in your lats, pull the barbell back to the starting position over your chest. 4. Perform 8-12 reps for a set."
1419,Barbell pull-over to press,"The barbell pull-over to press is a complex that combines two popular exercises into one sequence that works much of the upper body, particularly the chest, triceps, and serratus anterior muscles. It is commonly performed with an EZ-bar, but can also be performed with a straight bar or neutral-grip bar. Because the pull-over will determine the amount of weight you can use, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body portion of a workout.",Strength,Lats,Barbell,Beginner,0.0,,"Chest, Triceps, Serratus Anterior","1. Lie on a bench holding a barbell above your chest with arms extended. 2. Lower the barbell behind your head in a pull-over motion. 3. Once you reach the bottom position, pull the barbell back over your chest. 4. Immediately press the barbell overhead until your arms are fully extended. 5. Repeat for 8-12 reps."
1420,Single-arm barbell bent-over row,"The single-arm barbell bent-over row is a barbell exercise focused on the muscles of the middle back, such as the lats (latissimus dorsi) and rhomboids. It also targets the biceps and grip. If the loose end of the barbell moves around, it can be secured by placing it in the corner of a room.",Strength,Lats,Barbell,Intermediate,,,"Lats, Rhomboids, Biceps","1. Stand with your feet shoulder-width apart, holding a barbell in one hand. 2. Bend at the hips and knees, keeping your back straight, and lower your torso until it's nearly parallel to the ground. 3. Pull the barbell towards your hip, keeping your elbow close to your body. 4. Squeeze your back muscles at the top of the movement. 5. Lower the barbell back down and repeat for 8-12 reps before switching arms."
1421,Reverse Barbell Row,"The Reverse Barbell Row is a strength training exercise that targets the upper back, biceps, and shoulders. It involves pulling a barbell towards your torso while maintaining a bent-over position, emphasizing proper form and control.",Strength,Lats,Barbell,Intermediate,,,"Lats, Rhomboids, Traps","1. Stand with your feet shoulder-width apart, holding a barbell with both hands. 2. Bend your knees slightly and hinge at the hips, keeping your back straight. 3. Pull the barbell towards your torso, focusing on squeezing your shoulder blades together. 4. Lower the barbell back down with control. 5. Repeat for 8-12 reps."
1422,Side kick-through to kettlebell high pull,"The side kick-through to kettlebell high pull is a combination of a popular bodyweight exercise and an explosive kettlebell movement. Between them, the pairing targets the traps, shoulders, core, hips, hamstrings, and glutes. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss.",Strength,Lats,Kettlebells,Intermediate,,,"Traps, Shoulders, Core, Hips, Hamstrings, Glutes","1. Start in a plank position with your hands on the ground. 2. Kick one leg through to the side while rotating your torso, placing the foot on the ground. 3. From this position, grab a kettlebell with the opposite hand. 4. Pull the kettlebell up towards your shoulder in a high pull motion. 5. Return to the plank position and repeat for time or reps."
1423,FYR2 Alternating Kettlebell Snatch,"The FYR2 Alternating Kettlebell Snatch is a dynamic exercise that combines strength and cardio. It involves lifting a kettlebell from the ground to overhead in a fluid motion, alternating arms to build power, coordination, and endurance.",Strength,Lats,Kettlebells,Intermediate,,,"Lats, Shoulders, Core","1. Stand with your feet shoulder-width apart, holding a kettlebell on the ground between your feet. 2. Hinge at the hips and grab the kettlebell with one hand. 3. In one fluid motion, lift the kettlebell overhead while standing up, switching hands at the top. 4. Lower the kettlebell back to the ground and repeat, alternating arms for each rep."
1424,FYR2 Alternating Kettlebell Swing,"The FYR2 Alternating Kettlebell Swing involves swinging a kettlebell from between your legs to shoulder height, alternating hands with each swing. Focus on maintaining a strong core and proper hip hinge.",Strength,Lats,Kettlebells,Intermediate,,,"Lats, Hamstrings, Glutes","1. Stand with feet shoulder-width apart, holding a kettlebell with both hands between your legs. 2. Hinge at your hips and bend your knees slightly. 3. Swing the kettlebell back between your legs. 4. Drive through your hips to swing the kettlebell forward to shoulder height, alternating hands at the top of the swing. 5. Keep your core engaged and maintain a strong posture throughout the movement."
1425,FYR2 American Kettlebell Swing,"The FYR2 American Kettlebell Swing is a full-body exercise where you swing the kettlebell overhead, ensuring your arms are straight and your body is in a straight line from head to heels at the top of the swing.",Strength,Lats,Kettlebells,Intermediate,,,"Lats, Hamstrings, Glutes","1. Stand with your feet shoulder-width apart, holding a kettlebell with both hands in front of you. 2. Hinge at your hips and swing the kettlebell back between your legs. 3. Drive through your hips and swing the kettlebell overhead, ensuring your arms are straight. 4. At the top of the swing, your body should form a straight line from head to heels. 5. Control the descent back to the starting position."
1426,FYR2 Double-Kettlebell Standing Clean,"The FYR2 Double-Kettlebell Standing Clean requires two kettlebells to be lifted from the ground to shoulder height in one fluid motion, emphasizing a powerful hip drive and proper elbow positioning.",Strength,Lats,Kettlebells,Intermediate,,,"Lats, Shoulders, Core","1. Stand with feet shoulder-width apart, holding two kettlebells on the ground between your feet. 2. Hinge at your hips and bend your knees to grasp the kettlebells. 3. Engage your core and drive through your hips to lift the kettlebells in one fluid motion to shoulder height. 4. Keep your elbows close to your body and ensure proper positioning as you lift. 5. Lower the kettlebells back to the ground with control."
1427,FYR2 Kettlebell Swing High Pull,"The FYR2 Kettlebell Swing High Pull combines a kettlebell swing with a high pull, bringing the kettlebell up to chest level while keeping your elbows high, engaging your back and shoulders.",Strength,Lats,Kettlebells,Intermediate,,,"Lats, Shoulders, Core","1. Stand with feet shoulder-width apart, holding a kettlebell with both hands between your legs. 2. Hinge at your hips and swing the kettlebell back. 3. As you swing forward, pull the kettlebell up to chest level, keeping your elbows high. 4. Engage your back and shoulders as you perform the high pull. 5. Lower the kettlebell back down and repeat."
1428,FYR2 Kettlebell Swing-Clean-Press Combo,"The FYR2 Kettlebell Swing-Clean-Press Combo is a sequence that starts with a kettlebell swing, transitions into a clean, and finishes with a press overhead, targeting multiple muscle groups.",Strength,Lats,Kettlebells,Intermediate,,,"Lats, Glutes, Hamstrings, Core","1. Stand with feet shoulder-width apart, holding a kettlebell between your legs. 2. Perform a kettlebell swing, driving through your hips to swing it forward. 3. As the kettlebell reaches shoulder height, transition into a clean by bringing it to your shoulder. 4. From the clean position, press the kettlebell overhead. 5. Lower the kettlebell back down and repeat the sequence."
1429,FYR2 Kettlebell Swing-Clean-Press-Row Combo,"The FYR2 Kettlebell Swing-Clean-Press-Row Combo is a complex movement that includes a kettlebell swing, clean, press, and a row, providing a full-body workout and enhancing strength and coordination.",Strength,Lats,Kettlebells,Intermediate,,,"Lats, Glutes, Hamstrings, Core","1. Stand with feet shoulder-width apart, holding a kettlebell between your legs. 2. Start with a kettlebell swing, driving through your hips. 3. Transition into a clean by bringing the kettlebell to your shoulder. 4. Press the kettlebell overhead. 5. After the press, perform a row by pulling the kettlebell towards your body. 6. Lower the kettlebell back down and repeat the entire sequence."
1430,FYR2 Single-Arm Kettlebell Clean,"The FYR2 Single-Arm Kettlebell Clean focuses on lifting a single kettlebell from the ground to shoulder height using one arm, emphasizing balance and core stability.",Strength,Lats,Kettlebells,Intermediate,,,"Lats, Shoulders, Biceps","1. Stand with feet shoulder-width apart, holding a single kettlebell on the ground beside you. 2. Hinge at your hips and bend your knees to grasp the kettlebell with one hand. 3. Engage your core and drive through your hips to lift the kettlebell to shoulder height. 4. Ensure your elbow is positioned correctly as you lift. 5. Lower the kettlebell back to the ground with control."
