Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles,HowTo
1431,FYR2 Single-Arm Kettlebell Swing,The FYR2 Single-Arm Kettlebell Swing is an explosive movement that targets the shoulders and arms while also engaging the core. It involves swinging a kettlebell from between the legs to shoulder height using one arm.,Strength,Arms,Kettlebells,Intermediate,,,"Shoulders, Arms","1. Stand with your feet shoulder-width apart, kettlebell on the ground between your feet. 2. Hinge at the hips and grasp the kettlebell with one hand. 3. Swing the kettlebell back between your legs, then thrust your hips forward to swing it up to shoulder height. 4. Allow the kettlebell to swing back down and repeat."
1432,PJR pull-over-,"The PJR pull-over is a triceps-focused version of the pull-over exercise, usually performed on either a flat or slightly inclined bench. The low position of the movement stretches the triceps—particularly the long head of the muscle—while the top position is a triceps press that contracts all three heads. It can be done in any type of strength or muscle-focused workout, in traditional muscle-building rep ranges, such as 8-12 reps, or for higher reps.",Strength,Chest,Dumbbell,Average,,,"Triceps, Chest","1. Lie on a flat or slightly inclined bench holding a dumbbell with both hands above your chest. 2. Lower the dumbbell back behind your head while keeping your elbows slightly bent. 3. Pull the dumbbell back to the starting position, focusing on contracting your triceps."
1433,Dumbbell seal row,"The dumbbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.",Strength,Back,Dumbbell,Intermediate,,,"Lats, Rhomboids","1. Lie face down on an elevated bench with a dumbbell in each hand. 2. Let your arms hang straight down, then pull the dumbbells towards your sides while squeezing your shoulder blades together. 3. Lower the weights back down and repeat."
1434,Incline Dumbbell Row - Gethin Variation,The incline dumbbell row is an upper body isolation exercise targeting the lower lats and upper back muscles.,Strength,Back,Dumbbell,Intermediate,,,"Lats, Upper Back","1. Set an incline bench at about 30-45 degrees and lie face down with a dumbbell in each hand. 2. Pull the dumbbells towards your lower ribcage, keeping your elbows close to your body. 3. Squeeze your back muscles at the top, then lower the weights back down and repeat."
1435,FYR Bent-Over Dumbbell Row,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Back,Dumbbell,Intermediate,,,"latissimus, lower trapezius, rear deltoids","1. Stand with feet shoulder-width apart, holding a dumbbell in each hand. 2. Bend your knees slightly and hinge at the hips, keeping your back straight. 3. Pull the dumbbells towards your hips, squeezing your shoulder blades together. 4. Lower the weights back to the starting position and repeat."
1436,Straight-Arm Dumbbell Pull-Over - Gethin Variation,"The straight-arm dumbbell pull-overpull-over was a staple exercise of the Golden Era of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise hits the bottom of the pecs, the lats, the abs, and the triceps.",Hypertrophy,Chest,Dumbbell,Average,,,"pectorals, lats, abs, triceps","1. Lie on a bench with a dumbbell held above your chest with both hands. 2. Keeping your arms straight, lower the dumbbell back over your head until you feel a stretch in your lats. 3. Pull the dumbbell back to the starting position, engaging your chest and lats."
1437,Bent-Over Dumbbell Row - Gethin Variation,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Back,Dumbbell,Intermediate,,,"latissimus, lower trapezius, rear deltoids","1. Stand with feet shoulder-width apart, holding a dumbbell in each hand. 2. Bend your knees slightly and hinge at the hips, keeping your back straight. 3. Pull the dumbbells towards your hips, squeezing your shoulder blades together. 4. Lower the weights back to the starting position and repeat."
1438,Bent-over dumbbell rear delt fly,"The bent-over dumbbell rear delt fly is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",Strength,Shoulders,Dumbbell,Average,,,rear deltoids,"1. Stand with feet shoulder-width apart, holding a dumbbell in each hand. 2. Bend at the hips until your torso is nearly parallel to the ground. 3. With a slight bend in your elbows, raise the dumbbells out to the sides until they are level with your shoulders. 4. Lower the weights back to the starting position and repeat."
1439,Band Resisted Dumbbell Row,The band resisted dumbbell row is an effective exercise for targeting the back muscles while adding resistance through bands. It helps in building strength and stability in the upper body.,Strength,Back,Dumbbell,Intermediate,,,"latissimus, rhomboids, rear deltoids","1. Secure a resistance band to a stable anchor point at waist height. 2. Hold a dumbbell in one hand and step back to create tension in the band. 3. Bend slightly at the knees and hinge at the hips. 4. Pull the dumbbell towards your hip while keeping the band taut, then lower it back down."
1440,Holman Right Arm Weighted Half Jack,The Holman Right Arm Weighted Half Jack is a unilateral exercise that targets the upper body and core. It involves a dynamic movement that engages multiple muscle groups while improving stability.,Strength,Arms,Dumbbell,Average,,,"Biceps, Shoulders, Core","1. Stand with feet shoulder-width apart, holding a weight in your right hand. 2. Jump out to the side while raising your right arm overhead and bringing your left arm down to your side. 3. Return to the starting position and repeat for the desired number of repetitions."
1441,Holman Left Arm Weighted Half Jack,"The Holman Left Arm Weighted Half Jack is similar to its right-arm counterpart, focusing on unilateral strength and stability. It helps to enhance coordination and balance while working the upper body.",Strength,Arms,Dumbbell,Average,,,"Biceps, Shoulders, Core","1. Stand with feet shoulder-width apart, holding a weight in your left hand. 2. Jump out to the side while raising your left arm overhead and bringing your right arm down to your side. 3. Return to the starting position and repeat for the desired number of repetitions."
1442,Holman Renegade Row,The Holman Renegade Row is a compound exercise that targets the back and arms while engaging the core. It combines a rowing motion with a plank position for a full-body workout.,Strength,Back,Dumbbell,Intermediate,,,"Lats, Rhomboids, Biceps, Core","1. Start in a plank position with a weight in each hand. 2. Row one weight towards your hip while stabilizing your body with the other arm. 3. Alternate sides for the desired number of repetitions, keeping your core tight."
1443,Holman Renegade Row with Opposite Foot Step-Out,The Holman Renegade Row with Opposite Foot Step-Out adds a dynamic element to the traditional renegade row by incorporating a step-out movement. This exercise enhances coordination and engages more muscle groups.,Strength,Full Body,Dumbbell,Intermediate,,,"Lats, Shoulders, Core, Legs",1. Begin in a plank position with weights in each hand. 2. Perform a row with one arm while stepping out with the opposite foot to the side. 3. Return to the plank position and alternate sides for the desired number of repetitions.
1444,Holman Renegade Row to Weighted Burpee,The Holman Renegade Row to Weighted Burpee combines strength and cardio elements for a challenging workout. It targets multiple muscle groups and improves overall fitness.,Strength,Full Body,Dumbbell,Advanced,,,"Lats, Chest, Core, Legs","1. Start in a plank position with weights in each hand. 2. Perform a row with one arm, then jump your feet towards your hands. 3. Stand up and perform a burpee, then return to the plank position and repeat for the desired number of repetitions."
1445,Holman Weighted Double-Arm Cross Punch,The Holman Weighted Double-Arm Cross Punch is a dynamic exercise that targets the arms and shoulders. It involves punching movements with weights to build strength and endurance.,Strength,Arms,Dumbbell,Average,,,"shoulders, triceps, biceps","1. Stand with your feet shoulder-width apart, holding a weight in each hand. 2. Extend your arms out in front of you, then cross them over your body while punching forward. 3. Return to the starting position and repeat."
1446,Holman Standing Flat Back Row,The Holman Standing Flat Back Row is an effective exercise for targeting the upper back muscles. It helps improve posture and upper body strength.,Strength,Back,Dumbbell,Average,,,"latissimus dorsi, trapezius, rear deltoids","1. Stand with your feet shoulder-width apart and hinge at the hips to lean forward slightly. 2. Hold a weight in each hand with your arms extended down. 3. Pull the weights towards your torso, squeezing your shoulder blades together, then lower back down."
1447,Total Fitness Dumbbell Isometric Row Hold,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Back,Dumbbell,Intermediate,,,"latissimus dorsi, trapezius, rear deltoids","1. Bend at the hips and knees to lower your torso, holding a dumbbell in each hand. 2. Pull the dumbbells towards your body and hold the position for a set time. 3. Keep your back straight and engage your core throughout."
1448,Dumbbell renegade row,"The dumbbell renegade row combines rowing and core training into a single difficult movement. It's popular in time-efficient strength and muscle-building workouts, as well as in circuit-style training.",Strength,Full Body,Dumbbell,Advanced,,,"back, core, shoulders",1. Start in a plank position with a dumbbell in each hand. 2. Row one dumbbell towards your hip while stabilizing your body with the other arm. 3. Alternate sides while maintaining a strong plank position.
1449,MetaBurn Bent-Over Row to Rear-Delt Raise,The MetaBurn Bent-Over Row to Rear-Delt Raise is a compound exercise that targets the back and shoulders. It helps in building muscle and improving upper body strength.,Strength,Back,Dumbbell,Intermediate,,,"latissimus dorsi, rear deltoids, trapezius","1. Stand with your feet shoulder-width apart, holding a dumbbell in each hand. 2. Bend at the hips and knees, lowering your torso while keeping your back straight. 3. Row the dumbbells towards your torso, then extend your arms out to the side for a rear-delt raise. 4. Lower back down and repeat."
1450,FYR2 Bent-Over Reverse Fly,The FYR2 Bent-Over Reverse Fly is an exercise that targets the upper back and shoulders. It is performed by bending over at the hips and raising weights out to the side.,Strength,Back,Dumbbell,Intermediate,,,"Upper Back, Biceps, Core","1. Stand with your feet shoulder-width apart and hold a dumbbell in each hand. 2. Bend at the hips until your torso is nearly parallel to the floor. 3. With a slight bend in your elbows, raise the weights out to the side until your arms are parallel to the floor. 4. Lower the weights back to the starting position and repeat."
1451,Weighted pull-up,"The weighted pull-up is a more advanced variation of the pull-up exercise in which the lifter adds extra weight to their body. Options for adding weight include a dip belt, weighted vest, chains, a dumbbell placed between the feet or legs, or looping a kettlebell over the foot. Like other pull-up variations, the weighted pull-up builds strength and muscle in the upper back, biceps, and core.",Strength,Back,Other,Advanced,9.5,Average,"Upper Back, Biceps, Core","1. Attach a weight to your body using a dip belt or other method. 2. Grip the pull-up bar with your palms facing away from you. 3. Hang with your arms fully extended. 4. Pull your body up until your chin is above the bar, then lower back down."
1452,Rocky Pull-Ups/Pulldowns,Rocky Pull-Ups/Pulldowns are exercises that target the upper back and biceps. They can be performed using a pull-up bar or a cable machine.,Strength,Back,Other,Intermediate,9.0,Average,"Upper Back, Biceps","1. For pull-ups, grip the bar with palms facing away. 2. Pull your body up until your chin is above the bar. 3. For pulldowns, sit at a cable machine and grip the bar. 4. Pull the bar down to your chest, then return to the starting position."
1453,Gironda Sternum Chins,Gironda Sternum Chins are a variation of chin-ups that emphasize the upper back and chest. They require pulling the body up while keeping the chest forward.,Strength,Back,Other,Advanced,8.5,Average,"Upper Back, Biceps","1. Grip the pull-up bar with an underhand grip, hands shoulder-width apart. 2. Pull your body up while leading with your chest towards the bar. 3. Lower yourself back down and repeat."
1454,Floor rope climb,"The floor rope climb is an exercise that involves performing partial rope climbs in a prone position with the feet on the floor. It can help prepare someone for full rope climbs, but also trains the muscles of the back, biceps, and grip. It can be done for time or reps.",Strength,Back,Other,Average,7.0,Average,"Back, Biceps, Grip",1. Lie on your stomach with your feet on the floor and a rope in front of you. 2. Grip the rope with both hands. 3. Pull yourself up the rope using your arms while keeping your feet on the ground. 4. Lower yourself back down and repeat.
1455,Overhead Lat,,Stretching,Lats,Other,Beginner,1.0,Average,,
1456,Around-the-world pull-up,"The around-the-world pull-up is a more advanced version of the classic pull-up. It focuses stress more directly on the individual arms or sides of the back, while also boosting the time under tension at the top of each rep. It can be used as a progression toward a one-arm pull-up, or simply as a way to increase the challenge and variety of your pull-up training.",Strength,Lats,Other,Beginner,0.0,,,
1457,L-sit chin-up,"The L-sit chin-up is an exercise targeting the back, biceps, core, and overall upper-body strength. It is considered significantly more difficult than standard chin-ups, and as such, is often performed for relatively low reps, such as 5-8 reps per set or less, with a focus on strength and form.",Strength,Lats,Other,Beginner,0.0,,,
1458,Back Flyes - Gethin Variation,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Lats,Other,Intermediate,,,,
1459,Incline straight-arm pull-over,"The incline straight-arm pull-over is an upper-body exercise targeting the chest and lats (latissimus dorsi). Performing it on an incline bench emphasizes the stretch on the chest in particular. If this movement causes pain in the front of the shoulders, perform it with a more limited range of motion or try pull-overs using a high cable stack instead. Pull-over variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of chest or back-focused upper-body training.",Strength,Lats,Other,Intermediate,,,,
1460,Machine high row,"The machine high row is a machine-based exercise targeting the back muscles, including the lats, rhomboids, and middle and lower traps. It approximates the motion of a free-weight row, but uses a selectorized weight-stack or plate-loaded machine. Many such machines also allow you to choose between different grips and grip widths. Machine rows are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or back-focused portion of a workout.",Strength,Back,Other,Intermediate,,,"Lats, Rhomboids, Traps",1. Sit at the machine and adjust the seat height. 2. Grasp the handles with your chosen grip. 3. Pull the handles towards your torso while keeping your elbows close to your body. 4. Slowly return to the starting position and repeat.
1461,AM T-Bar Row,The AM T-Bar Row is a compound exercise that targets the back and biceps. It involves rowing a barbell that is anchored at one end.,Strength,Back,Other,Intermediate,,,"Lats, Rhomboids, Biceps",1. Stand over the T-Bar row machine with your feet shoulder-width apart. 2. Bend at the hips and knees to grasp the handles. 3. Pull the handles towards your chest while keeping your back straight. 4. Lower the weight back to the starting position and repeat.
1462,Assisted Single-Arm Pull-Up,The Assisted Single-Arm Pull-Up is a variation of the pull-up that provides assistance to help you perform the movement. It primarily targets the back and biceps.,Strength,Back,Other,Beginner,,,"Lats, Biceps",1. Set the assistance level on the machine. 2. Grasp the pull-up bar with one hand. 3. Use the assistance to pull yourself up until your chin is above the bar. 4. Lower yourself back down and repeat.
1463,Assisted Single-Arm Chin-Up,The Assisted Single-Arm Chin-Up is a variation of the chin-up that provides assistance to help you perform the movement. It targets the biceps and back muscles.,Strength,Back,Other,Beginner,,,"Lats, Biceps","1. Set the assistance level on the machine. 2. Grasp the chin-up bar with one hand, palms facing you. 3. Use the assistance to pull yourself up until your chin is above the bar. 4. Lower yourself back down and repeat."
1464,Holman Renegade Punch-Under,The Holman Renegade Punch-Under is a dynamic exercise that engages multiple muscle groups. It combines a plank position with a punching motion to enhance core stability and upper body strength.,Strength,Full Body,Other,Intermediate,,,"Core, Shoulders, Arms",1. Start in a plank position with a dumbbell in each hand. 2. Shift your weight to one side and punch the opposite arm forward. 3. Return to plank and repeat on the other side. 4. Continue alternating sides.
1465,Holman Renegade Row to Split Jump,The Holman Renegade Row to Split Jump combines upper body strength with explosive lower body movement. It targets multiple muscle groups for a comprehensive workout.,Strength,Full Body,Other,Intermediate,,,"Back, Arms, Core","1. Start in a plank position with a dumbbell in each hand. 2. Perform a row with one dumbbell, bringing it to your side while stabilizing your body. 3. Place the dumbbell back down and jump your feet forward into a split stance. 4. Repeat on the other side."
1466,Holman Dirty Dog to Renegade Row,The Holman Dirty Dog to Renegade Row is a dynamic exercise that engages the core and upper body. It combines a hip opener with a rowing motion for a full-body workout.,Strength,Full Body,Other,Intermediate,,,"Back, Arms, Core",1. Start on all fours with a dumbbell in one hand. 2. Lift the opposite leg while performing a row with the dumbbell. 3. Return to the starting position and switch sides.
1467,Holman Renegade Row to Side Punch to Forward Punch,The Holman Renegade Row to Side Punch to Forward Punch is an engaging full-body exercise. It incorporates strength and coordination by combining rowing and punching movements.,Strength,Full Body,Other,Intermediate,,,"Back, Arms, Core","1. Begin in a plank position with a dumbbell in each hand. 2. Perform a row with one arm, then punch to the side with the same arm. 3. Return to plank and repeat with the other arm, punching forward."
1468,Standing dumbbell knee crunch,"The standing dumbbell knee crunch is a great way to train the abs while standing up. Additionally, the deltoids are worked because the lifter holds a pair of dumbbells overhead throughout.",Strength,Abdominals,Other,Average,,,"Abdominals, Shoulders",1. Stand with a dumbbell in each hand held overhead. 2. Raise one knee towards your chest while crunching your torso down. 3. Lower your leg and repeat on the other side.
1469,Close-grip pull-down,"The close-grip pull-down is a variation on the lat pull-down that is performed with an overhand grip and the hands slightly closer than shoulder-width apart. This increases the range of motion beyond wider grips, and may increase the time under tension in each rep. This variation is usually performed for moderate to high reps as part of a back or upper-body workout.",Strength,Back,Cable,Average,8.9,Average,"Latissimus Dorsi, Biceps, Rhomboids",1. Sit at a pull-down machine and grasp the bar with a close grip. 2. Pull the bar down towards your chest while keeping your elbows close to your body. 3. Slowly return to the starting position and repeat.
1470,Shotgun row,"The shotgun row is a single-arm row variation utilizing a cable stack in a staggered stance. It targets the muscles of the middle back, like the lats (latissimus dorsi) and rhomboids, but also the core. It is usually performed for moderate to high-reps, at least 8-15 reps per set, in the later stages of a back or upper-body workout.",Strength,Back,Cable,Intermediate,8.9,Average,"latissimus dorsi, rhomboids, core","1. Stand in a staggered stance with one hand on the cable handle. 2. Pull the handle towards your torso while keeping your elbow close to your body, then slowly return to the starting position."
1471,Close-Grip Front Lat Pulldown,"The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Strength,Back,Cable,Beginner,8.8,Average,"latissimus dorsi, biceps","1. Sit at the lat pulldown machine and grasp the close grip bar. 2. Pull the bar down towards your chest while keeping your elbows close to your body, then slowly release it back up."
1472,Straight-arm rope pull-down,"The straight-arm rope pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine and a rope grip. It can either be performed in an athletic upright stance, or slightly bent over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, such as 8-15 reps or more.",Strength,Back,Cable,Intermediate,8.7,Average,"latissimus dorsi, upper back, triceps","1. Stand in front of the cable machine and grasp the rope attachment. 2. With arms straight, pull the rope down towards your thighs while keeping your torso upright, then return to the starting position."
1473,Lat pull-down,"The lat pull-down is a cable-based exercise that's ubiquitous in gyms around the world. This back builder is easy to learn and highly effective at building back size and strength. It's usually trained in moderate to high reps, such as 8-12 reps per set. If grip strength is a limitation, you can wear wrist straps.",Strength,Back,Cable,Beginner,8.6,Average,"latissimus dorsi, biceps","1. Sit at the lat pulldown machine and grasp the bar with a wide grip. 2. Pull the bar down towards your chest while leaning back slightly, then slowly return it to the starting position."
1474,Straight-Arm Pulldown,"The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.",Strength,Back,Cable,Intermediate,8.3,Average,"latissimus dorsi, upper back, triceps","1. Stand in front of the cable machine and grasp the straight bar attachment. 2. With arms straight, pull the bar down towards your thighs while keeping your torso upright, then return to the starting position."
1475,Single-arm kneeling lat pull-down,"The single-arm kneeling lat pull-down is a variation of the lat pull-down exercise performed one arm at a time, with the knees on the ground, rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.",Strength,Back,Cable,Intermediate,8.3,Average,"latissimus dorsi, core, lower body",1. Kneel on the ground with one knee and the opposite hand on a bench for support. 2. Grasp the cable handle with the other hand. 3. Pull the handle down towards your shoulder while keeping your elbow close to your body. 4. Slowly return to the starting position and repeat.
1476,Elevated Cable Rows,"The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Strength,Back,Cable,Average,8.3,Average,"latissimus dorsi, traps, rhomboids, rear deltoids, biceps",1. Sit at a cable machine with your feet on the platform and knees slightly bent. 2. Grasp the handle with both hands. 3. Pull the handle towards your torso while keeping your back straight. 4. Slowly return to the starting position and repeat.
1477,Full Range-Of-Motion Lat Pulldown,The Full Range-Of-Motion Lat Pulldown is designed to engage the upper back muscles through a complete range of motion. It helps in building strength and muscle mass in the back.,Strength,Back,Cable,Intermediate,8.1,Average,"latissimus dorsi, traps, rhomboids",1. Sit at a lat pulldown machine and grasp the bar with a wide grip. 2. Pull the bar down towards your chest while leaning back slightly. 3. Squeeze your shoulder blades together at the bottom of the movement. 4. Slowly return the bar to the starting position and repeat.
1478,Kneeling lat pull-down,"The kneeling lat pull-down is a variation of the lat pull-down exercise performed with the knees on the ground rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.",Strength,Back,Cable,Intermediate,7.9,Average,"latissimus dorsi, core, lower body",1. Kneel on the ground with one knee and the opposite hand on a bench for support. 2. Grasp the cable handle with the other hand. 3. Pull the handle down towards your shoulder while keeping your elbow close to your body. 4. Slowly return to the starting position and repeat.
1479,Behind-the-neck pull-down,"The behind-the-neck pull-down is a cable exercise intended to target the muscles of the upper and middle back. If you have the requisite shoulder mobility, it can help you target the upper back muscles, including the trapezius and rhomboids, as well as the lats (latissimus dorsi). It is popular among elite bodybuilders and physique athletes, but some coaches consider it unsafe to the shoulder joint, particularly for people with existing shoulder problems.",Strength,Back,Cable,Advanced,7.1,Average,"latissimus dorsi, trapezius, rhomboids",1. Sit at a lat pulldown machine and grasp the bar with a wide grip behind your neck. 2. Pull the bar down towards the back of your neck while keeping your back straight. 3. Squeeze your shoulder blades together at the bottom of the movement. 4. Slowly return the bar to the starting position and repeat.
1480,Straight-arm cable pull-over,"The straight-arm cable pull-over is an exercise that focuses on the muscles of the lats (latissimus dorsi) and chest using a cable stack and a flat bench. It is most commonly used for higher reps, such as 10-15 or more, in muscle-building workouts. It is also an effective substitute for dumbbell pull-overs or a pull-over machine, if you don't have access to them or they aggravate your shoulders.",Hypertrophy,Back,Cable,Intermediate,,,"latissimus dorsi, chest","1. Set the cable at a high position and attach a straight bar. 2. Stand facing the cable machine and grasp the bar with both hands. 3. Keeping your arms straight, pull the bar down towards your thighs while engaging your lats. 4. Return to the starting position and repeat."
1481,Cable Straight-Arm Pulldown - Gethin Variation,"The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.",Hypertrophy,Back,Cable,Intermediate,,,"latissimus dorsi, upper back, core, triceps","1. Stand upright in front of a cable machine with the cable set at a high position. 2. Grasp the bar with both hands, keeping your arms straight. 3. Pull the bar down towards your thighs while engaging your lats and keeping your core tight. 4. Slowly return to the starting position and repeat."
1482,Rope Lat Pull-down - Gethin Variation,"The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Hypertrophy,Back,Cable,Beginner,,,"latissimus dorsi, upper back","1. Sit at a lat pull-down machine and adjust the knee pad. 2. Grasp the bar with a close grip, palms facing away. 3. Pull the bar down towards your chest while squeezing your shoulder blades together. 4. Slowly return to the starting position and repeat."
1483,Straight-Arm Pull-Down - Gethin Variation,"The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.",Hypertrophy,Back,Cable,Intermediate,,,"latissimus dorsi, upper back, core, triceps","1. Stand in front of a cable machine with the cable set at a high position. 2. Grasp the bar with both hands, keeping your arms straight. 3. Pull the bar down towards your thighs while engaging your lats and keeping your core tight. 4. Slowly return to the starting position and repeat."
1484,High-cable standing row,"The high-cable standing row is an exercise targeting the lats. The high position allows for more engagement of the upper back, as well, specifically the rhomboids and teres major.",Hypertrophy,Back,Cable,Intermediate,,,"latissimus dorsi, rhomboids, teres major","1. Stand in front of a cable machine with the cable set at a high position. 2. Grasp the handle with both hands and step back slightly. 3. Pull the handle towards your torso while keeping your elbows close to your body. 4. Squeeze your shoulder blades together at the end of the movement, then return to the starting position."
1485,Lat Pull-down - Gethin Variation,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Strength,Back,Cable,Beginner,,,"latissimus dorsi, trapezius, rhomboids",1. Sit at a lat pull-down machine and adjust the knee pad. 2. Grasp the bar with a wide grip. 3. Pull the bar down towards your chest while keeping your back straight. 4. Slowly return to the starting position.
1486,Wide-Grip Lat Pull-Down - Gethin Variation,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Strength,Back,Cable,Beginner,,,"latissimus dorsi, trapezius, rhomboids",1. Sit at a lat pull-down machine and adjust the knee pad. 2. Grasp the bar with a wide grip. 3. Pull the bar down towards your chest while keeping your back straight. 4. Slowly return to the starting position.
1487,Behind-The-Neck Pull-Down - Gethin Variation,"The behind-the-neck pull-down is a cable exercise intended to target the muscles of the upper and middle back. If you have the requisite shoulder mobility, it can help you targets the upper back muscles, including the trapezius and rhomboids, as well as the lats (latissimus dorsi). It is popular among elite bodybuilders and physique athletes, but some coaches consider it unsafe to the shoulder joint, in particular to people with existing shoulder problems.",Strength,Back,Cable,Intermediate,,,"latissimus dorsi, trapezius, rhomboids",1. Sit at a lat pull-down machine and adjust the knee pad. 2. Grasp the bar with a wide grip and pull it behind your neck. 3. Lower the bar to the upper back level while keeping your back straight. 4. Slowly return to the starting position.
1488,Single-Arm Cable Row - Gethin Variation,"The single-arm cable seated row is a version of the cable row movement that train the muscles of the upper back one side at a time. It targets a wide range of muscles including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, as well as the biceps. The single-arm row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.",Strength,Back,Cable,Average,,,"latissimus dorsi, trapezius, rhomboids, rear deltoids, biceps",1. Sit at a cable row machine and adjust the seat. 2. Grasp the handle with one hand. 3. Pull the handle towards your torso while keeping your back straight. 4. Slowly return to the starting position.
1489,Scapular Rows,Scapular rows are a great exercise for strengthening the muscles around the shoulder blades. This exercise helps improve posture and shoulder stability.,Strength,Back,Cable,Beginner,,,"latissimus dorsi, trapezius, rhomboids",1. Stand or sit with a cable machine or resistance band in front of you. 2. Grasp the handle or band with both hands. 3. Pull your shoulder blades together while keeping your arms straight. 4. Slowly return to the starting position.
1490,Standing V-Grip Cable Rows,Standing V-Grip Cable Rows are a strength exercise targeting the back muscles. This exercise helps to build upper body strength and improve posture.,Strength,Back,Cable,Average,,,"Latissimus Dorsi, Rhomboids, Biceps","1. Attach a V-grip handle to a low pulley on a cable machine. 2. Stand facing the machine, grasp the handle with both hands, and step back slightly. 3. Pull the handle towards your torso while keeping your elbows close to your body. 4. Squeeze your shoulder blades together at the end of the movement, then slowly return to the starting position."
1491,AM Close-Grip Pull-Down,"The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Strength,Back,Cable,Beginner,,,"Latissimus Dorsi, Biceps","1. Sit at a cable machine with a close-grip bar attached to the high pulley. 2. Grasp the bar with both hands, palms facing you. 3. Pull the bar down towards your chest while leaning back slightly. 4. Slowly return the bar to the starting position, maintaining control throughout the movement."
